id_beneficiaire,nom,sexe,age,region,province,statut,taille_menage,type_aide,montant_fcfa,nb_distributions,score_vulnerabilite,mois
2309,Issouf Diallo,Masculin,64.0,Nord,Yatenga,Retourné,2,Aide alimentaire,47018.0,4,58,2
859,Zeinabou Zongo,Féminin,38.0,Est,Gnagna,Communauté hôte,3,Soutien médical,23764.0,3,45,7
483,Adama Sanon,Masculin,74.0,Nord,Zondoma,Communauté hôte,1,Kit de survie,93843.0,3,52,12
1738,Yacouba Nana,Masculin,24.0,Est,Gnagna,Réfugié,2,Kit de survie,78204.0,1,72,10
2029,Souleymane Ouedraogo,Masculin,49.0,Sahel,Oudalan,Communauté hôte,3,Soutien médical,43251.0,2,55,10
2429,Mamadou Toe,Masculin,30.0,Centre,Kadiogo,Déplacé interne,9,Aide alimentaire,57283.0,7,77,4
1593,Drissa Ouedraogo,Masculin,39.0,Est,Gourma,Retourné,11,Aide alimentaire,23232.0,2,69,5
439,Salamata Ilboudo,Féminin,57.0,Est,Gnagna,Déplacé interne,9,Kit de survie,105905.0,3,75,10
1998,Oumarou Kone,Masculin,53.0,Nord,Yatenga,Communauté hôte,2,Abri d'urgence,128651.0,1,28,3
1396,Kadiatou Ouedraogo,Féminin,37.0,Centre,Ganzourgou,Réfugié,5,Aide alimentaire,41088.0,4,77,2
1789,Drissa Zongo,Masculin,49.0,Est,Tapoa,Communauté hôte,5,Kit de survie,70680.0,3,62,8
167,Abdoul Sanon,Masculin,21.0,Est,Gnagna,Communauté hôte,3,Soutien médical,39391.0,2,61,7
60,Issouf Coulibaly,Masculin,55.0,Centre,,Déplacé interne,1,Kit de survie,71662.0,1,54,5
612,Aissata Traore,Féminin,200.0,Centre,Ganzourgou,Retourné,6,Aide alimentaire,42292.0,5,89,2
531,Mariam Ouedraogo,Féminin,66.0,Est,Tapoa,Retourné,9,Kit de survie,100276.0,1,91,2
2627,Adama Nana,Masculin,28.0,Boucle du Mouhoun,Banwa,Communauté hôte,6,Soutien médical,37406.0,6,53,2
50,Boureima Ilboudo,Masculin,35.0,Sahel,Séno,Retourné,10,Aide alimentaire,47736.0,4,75,7
1340,Boureima Tapsoba,Masculin,64.0,Est,Gourma,Déplacé interne,11,Aide alimentaire,38237.0,5,96,8
804,Kadiatou Nana,Féminin,60.0,Sahel,Soum,Déplacé interne,4,Aide alimentaire,17455.0,6,97,1
2084,Haoua Zongo,Féminin,18.0,Centre,Ganzourgou,Communauté hôte,1,Abri d'urgence,99573.0,7,36,2
49,Assita Zongo,Féminin,47.0,Est,Gnagna,Retourné,4,Kit de survie,74301.0,5,62,4
720,Safi Ouedraogo,Féminin,59.0,Centre,Kadiogo,Réfugié,10,Aide alimentaire,22167.0,5,82,6
1058,Ibrahim Sawadogo,Masculin,63.0,Est,Gourma,Communauté hôte,4,Kit de survie,102235.0,1,68,4
1848,Abdoul Nana,Masculin,41.0,Sahel,Soum,Retourné,10,Kit de survie,73327.0,4,74,10
2127,Mariam Zongo,Féminin,48.0,Sahel,Oudalan,Déplacé interne,11,Aide alimentaire,39330.0,4,88,11
1927,Binta Ouedraogo,Féminin,24.0,Boucle du Mouhoun,Banwa,Communauté hôte,7,Soutien médical,31811.0,1,58,9
633,Rokia Nana,Féminin,22.0,Nord,Loroum,Réfugié,3,Abri d'urgence,108033.0,1,71,7
2653,Hamidou Toe,Masculin,24.0,Centre,Ganzourgou,Réfugié,6,Soutien médical,27824.0,1,89,8
1001,Salif Nana,Masculin,32.0,Sahel,Séno,Réfugié,5,Kit de survie,73683.0,6,84,11
1399,Safi Kabore,Féminin,57.0,Sahel,Oudalan,Déplacé interne,11,Aide alimentaire,48468.0,5,83,2
26,Fatoumata Bambara,Féminin,62.0,Nord,Yatenga,Communauté hôte,3,Aide alimentaire,56557.0,3,60,11
2313,Fatoumata Dabre,Féminin,43.0,Est,Gourma,Déplacé interne,7,Aide alimentaire,24562.0,4,89,1
2746,Mariam Nana,Féminin,51.0,Centre,Kadiogo,Réfugié,9,Soutien médical,29352.0,4,81,10
277,Rokia Sanon,Féminin,,Boucle du Mouhoun,Mouhoun,Déplacé interne,1,Abri d'urgence,142183.0,3,47,9
2044,Souleymane Toe,Masculin,67.0,Centre,Ganzourgou,Déplacé interne,2,Aide alimentaire,37184.0,3,68,7
2621,Aissata Coulibaly,Féminin,67.0,Centre,Kadiogo,Déplacé interne,11,Aide alimentaire,36838.0,3,93,9
2017,Souleymane Sawadogo,Masculin,72.0,Boucle du Mouhoun,Banwa,Communauté hôte,10,Soutien médical,45757.0,1,75,2
362,Mariam Diallo,Féminin,67.0,Centre,Oubritenga,Communauté hôte,5,Soutien médical,19701.0,4,69,6
1085,Haoua Coulibaly,Féminin,45.0,Nord,Loroum,Communauté hôte,4,Soutien médical,32208.0,6,47,6
1398,Oumarou Tapsoba,Masculin,55.0,Sahel,Oudalan,Communauté hôte,6,Soutien médical,35853.0,1,74,11
1506,Yacouba Traore,Masculin,68.0,Centre,Kadiogo,Réfugié,1,Soutien médical,25250.0,5,70,1
2209,Mamadou Nana,Masculin,66.0,Centre,Kadiogo,Déplacé interne,7,Aide alimentaire,65222.0,3,95,5
2780,Moussa Kabore,Masculin,44.0,Sahel,Oudalan,Réfugié,4,Aide alimentaire,45176.0,3,84,10
1806,Haoua Toe,Féminin,20.0,Nord,Zondoma,Communauté hôte,4,Aide alimentaire,27006.0,2,56,12
2492,Seydou Kabore,Masculin,45.0,Centre,Ganzourgou,Réfugié,4,Aide alimentaire,46948.0,5,70,4
298,Yacouba Ouedraogo,Masculin,65.0,Centre,Kadiogo,Réfugié,6,Kit de survie,70376.0,1,96,5
1072,Adama Bambara,Masculin,37.0,Centre,Kadiogo,Déplacé interne,1,Soutien médical,28294.0,6,44,5
241,Zeinabou Ilboudo,Féminin,22.0,Centre,Kadiogo,Communauté hôte,8,Aide alimentaire,36962.0,2,68,5
1624,Fatoumata Sanon,Féminin,55.0,Est,Gourma,Déplacé interne,10,Aide alimentaire,44103.0,7,89,2
583,Clarisse Diallo,Féminin,58.0,Centre,Kadiogo,Réfugié,3,Kit de survie,98004.0,4,59,8
1862,Binta Ilboudo,Féminin,33.0,Est,Gnagna,Communauté hôte,1,Aide alimentaire,38454.0,1,40,1
927,Boureima Sanon,Masculin,48.0,Centre,Ganzourgou,Déplacé interne,8,Aide alimentaire,45085.0,1,74,8
1256,Issouf Bambara,Masculin,47.0,Centre,Ganzourgou,Déplacé interne,2,Abri d'urgence,150439.0,4,50,12
1507,Safi Zongo,Féminin,18.0,Sahel,Oudalan,Déplacé interne,6,Aide alimentaire,33045.0,3,97,6
351,Salamata Ouedraogo,Féminin,73.0,Est,Gnagna,Communauté hôte,4,Kit de survie,64351.0,7,78,11
2604,Oumarou Toe,Masculin,54.0,Centre,Oubritenga,Réfugié,5,Aide alimentaire,30397.0,1,66,7
1103,Rokia Tapsoba,Féminin,49.0,Boucle du Mouhoun,Mouhoun,Réfugié,2,Kit de survie,85324.0,7,52,2
350,Binta Traore,Féminin,70.0,Sahel,Séno,Communauté hôte,11,Kit de survie,66669.0,4,90,6
1205,Clarisse Coulibaly,Féminin,27.0,Centre,Ganzourgou,Déplacé interne,5,Aide alimentaire,41912.0,7,73,11
1212,Salif Sanon,Masculin,71.0,Sahel,,Déplacé interne,11,Aide alimentaire,49576.0,6,100,6
1351,Haoua Sanon,Féminin,49.0,Centre,Oubritenga,Déplacé interne,1,Aide alimentaire,37345.0,3,49,8
858,Abdoul Sawadogo,Masculin,26.0,Sahel,Oudalan,Déplacé interne,2,Soutien médical,24616.0,3,67,2
1035,Abdoul Bambara,Masculin,,Sahel,Soum,Réfugié,4,Abri d'urgence,100683.0,2,85,12
658,Ibrahim Sanon,Masculin,49.0,Est,Tapoa,Déplacé interne,4,Soutien médical,35885.0,3,68,10
1728,Zeinabou Kabore,Féminin,20.0,Boucle du Mouhoun,Nayala,Communauté hôte,5,Aide alimentaire,49629.0,6,62,11
2113,Salif Tapsoba,Masculin,61.0,Sahel,Soum,Communauté hôte,2,Abri d'urgence,125497.0,3,71,8
1980,Fatoumata Toe,Féminin,49.0,Centre,Kadiogo,Retourné,7,Aide alimentaire,63224.0,2,58,8
2338,Abdoul Tapsoba,Masculin,61.0,Centre,Oubritenga,Réfugié,2,Kit de survie,78102.0,4,80,7
1118,Rokia Zongo,Féminin,70.0,Sahel,Séno,Retourné,6,Kit de survie,77961.0,2,93,12
1558,Ibrahim Coulibaly,Masculin,43.0,Est,Gourma,Déplacé interne,9,Aide alimentaire,17421.0,1,77,6
2023,Aminata Sawadogo,Féminin,74.0,Sahel,Oudalan,Réfugié,9,Soutien médical,20909.0,2,100,9
1621,Salif Bambara,Masculin,27.0,Centre,Ganzourgou,Déplacé interne,2,Aide alimentaire,31154.0,5,46,12
904,Rokia Zongo,Féminin,20.0,Nord,Yatenga,Retourné,7,Soutien médical,31443.0,2,69,3
539,Mamadou Sawadogo,Masculin,27.0,Est,Gnagna,Réfugié,10,Aide alimentaire,35590.0,3,87,12
1948,Yacouba Sawadogo,Masculin,69.0,Centre,Kadiogo,Retourné,2,Kit de survie,65758.0,4,60,9
1438,Salamata Bambara,Féminin,42.0,Nord,Zondoma,Retourné,2,Abri d'urgence,133629.0,3,47,11
2249,Aissata Zongo,Féminin,62.0,Sahel,Oudalan,Déplacé interne,8,Aide alimentaire,45083.0,2,100,11
2033,Adama Kabore,Masculin,73.0,Est,Tapoa,Réfugié,9,Soutien médical,26808.0,4,100,3
2553,Rokia Kabore,Féminin,30.0,Sahel,,Déplacé interne,6,Aide alimentaire,49287.0,2,93,11
2230,Salif Toe,Masculin,21.0,Centre,Kadiogo,Réfugié,6,Aide alimentaire,45093.0,7,91,2
2651,Salif Dabre,Masculin,22.0,Sahel,Soum,Retourné,3,Soutien médical,25985.0,3,68,8
1335,Fatoumata Dabre,Féminin,,Est,Gnagna,Communauté hôte,2,Kit de survie,111732.0,6,66,5
1816,Haoua Ouedraogo,Féminin,62.0,Sahel,Soum,Communauté hôte,2,Aide alimentaire,51986.0,2,61,9
2034,Zeinabou Sanon,Féminin,60.0,Centre,Ganzourgou,Retourné,10,Abri d'urgence,130011.0,4,81,3
1390,Mamadou Kone,Masculin,24.0,Est,Tapoa,Retourné,6,Aide alimentaire,51770.0,6,82,1
124,Moussa Kabore,Masculin,30.0,Centre,Ganzourgou,Déplacé interne,9,Abri d'urgence,121217.0,1,77,7
1160,Abdoul Ilboudo,Masculin,24.0,Centre,Ganzourgou,Réfugié,1,Aide alimentaire,47386.0,7,56,7
912,Ibrahim Kabore,Masculin,74.0,Est,Gourma,Déplacé interne,10,Aide alimentaire,52167.0,6,100,6
619,Fatima Kabore,Féminin,24.0,Centre,Ganzourgou,Communauté hôte,9,Abri d'urgence,118686.0,1,56,8
407,Drissa Sawadogo,Masculin,44.0,Nord,Loroum,Communauté hôte,1,Aide alimentaire,37725.0,6,22,6
1045,Kadiatou Tapsoba,Féminin,57.0,Centre,Oubritenga,Réfugié,6,Soutien médical,18619.0,5,75,10
1883,Fatoumata Nana,Féminin,70.0,Boucle du Mouhoun,Banwa,Réfugié,9,Kit de survie,66767.0,3,96,1
2415,Fatima Toe,Féminin,35.0,Sahel,Oudalan,Déplacé interne,2,Kit de survie,78746.0,6,62,5
498,Seydou Zongo,Masculin,30.0,Centre,Oubritenga,Retourné,5,Soutien médical,41730.0,1,54,8
2027,Zeinabou Sanon,Féminin,34.0,Est,Tapoa,Déplacé interne,10,Kit de survie,82792.0,6,80,9
343,Adama Nana,Masculin,19.0,Est,Tapoa,Déplacé interne,8,Aide alimentaire,54574.0,5,89,5
2145,Mamadou Coulibaly,Masculin,30.0,Nord,Zondoma,Déplacé interne,3,Aide alimentaire,43739.0,6,63,10
783,Abdoul Toe,Masculin,45.0,Sahel,Séno,Réfugié,10,Soutien médical,31395.0,5,97,4
2241,Zeinabou Bambara,Féminin,23.0,Nord,Yatenga,Retourné,7,Kit de survie,51087.0,3,76,5
300,Moussa Diallo,Masculin,73.0,Sahel,Soum,Réfugié,10,Aide alimentaire,59321.0,5,100,12
2596,Zeinabou Kone,Féminin,69.0,Sahel,Soum,Déplacé interne,1,Aide alimentaire,35565.0,2,87,10
1076,Boureima Nana,Masculin,74.0,Sahel,Séno,Communauté hôte,6,Aide alimentaire,50834.0,7,82,10
2321,Aminata Nana,Féminin,63.0,Sahel,Oudalan,Réfugié,2,Soutien médical,28229.0,5,96,9
1038,Aminata Bambara,Féminin,73.0,Centre,Ganzourgou,Communauté hôte,9,Aide alimentaire,61882.0,1,70,5
1923,Haoua Ilboudo,Féminin,52.0,Centre,Ganzourgou,Retourné,2,Kit de survie,70360.0,3,40,5
2662,Maimouna Ouedraogo,Féminin,65.0,Centre,Ganzourgou,Déplacé interne,9,Kit de survie,81952.0,3,96,4
221,Kadiatou Ouedraogo,Féminin,56.0,Sahel,Oudalan,Réfugié,3,Soutien médical,34092.0,3,83,7
1469,Fatoumata Toe,Féminin,54.0,Nord,Zondoma,Retourné,1,Kit de survie,69903.0,3,42,2
2035,Fatima Toe,Féminin,,Sahel,Oudalan,Réfugié,5,Abri d'urgence,155797.0,1,100,1
450,Souleymane Kone,Masculin,27.0,Est,Tapoa,Communauté hôte,10,Kit de survie,68748.0,7,65,10
1322,Issouf Bambara,Masculin,20.0,Sahel,Soum,Communauté hôte,9,Aide alimentaire,35933.0,5,84,10
1042,Fatoumata Zongo,Féminin,71.0,Centre,Ganzourgou,Retourné,5,Soutien médical,24979.0,4,84,2
85,Salif Dabre,Masculin,20.0,Centre,Kadiogo,Retourné,3,Soutien médical,26904.0,3,64,2
2509,Fatoumata Nana,Féminin,39.0,Nord,Loroum,Déplacé interne,9,Kit de survie,85809.0,3,71,3
1986,Drissa Coulibaly,Masculin,39.0,Sahel,Oudalan,Déplacé interne,2,Abri d'urgence,137416.0,6,71,7
622,Oumarou Coulibaly,Masculin,67.0,Est,Tapoa,Réfugié,11,Aide alimentaire,54081.0,2,100,6
267,Rokia Sawadogo,Féminin,36.0,Centre,Kadiogo,Retourné,7,Aide alimentaire,37473.0,5,66,9
1126,Fatoumata Sanon,Féminin,39.0,Centre,Ganzourgou,Retourné,4,Abri d'urgence,130164.0,2,54,1
291,Boureima Toe,Masculin,31.0,Sahel,Soum,Déplacé interne,1,Aide alimentaire,54343.0,4,67,8
2423,Kadiatou Coulibaly,Féminin,73.0,Centre,Kadiogo,Réfugié,3,Aide alimentaire,41400.0,5,89,6
1611,Haoua Coulibaly,Féminin,44.0,Centre,Oubritenga,Déplacé interne,8,Kit de survie,65148.0,4,74,1
1024,Salamata Tapsoba,Féminin,37.0,Sahel,Soum,Retourné,5,Aide alimentaire,48646.0,4,67,1
417,Boureima Kabore,Masculin,40.0,Centre,Kadiogo,Réfugié,6,Aide alimentaire,35674.0,6,78,7
473,Mamadou Dabre,Masculin,36.0,Est,Tapoa,Déplacé interne,11,Aide alimentaire,48429.0,3,88,1
1452,Kadiatou Dabre,Féminin,59.0,Centre,Kadiogo,Déplacé interne,3,Soutien médical,21447.0,3,54,11
1831,Haoua Ouedraogo,Féminin,34.0,Centre,Ganzourgou,Déplacé interne,10,Aide alimentaire,49625.0,6,70,2
1895,Fatoumata Diallo,Féminin,23.0,Sahel,Soum,Communauté hôte,2,Abri d'urgence,113892.0,5,54,8
1476,Clarisse Kone,Féminin,20.0,Est,Gnagna,Retourné,7,Aide alimentaire,47473.0,5,82,4
2765,Mamadou Bambara,Masculin,64.0,Boucle du Mouhoun,Nayala,Déplacé interne,6,Aide alimentaire,42295.0,3,97,4
2753,Seydou Dabre,Masculin,31.0,Boucle du Mouhoun,Mouhoun,Déplacé interne,2,Soutien médical,44042.0,7,49,12
655,Souleymane Ilboudo,Masculin,68.0,Boucle du Mouhoun,Banwa,Déplacé interne,5,Kit de survie,72165.0,6,87,12
1951,Souleymane Kone,Masculin,35.0,Sahel,Séno,Retourné,2,Kit de survie,77308.0,3,58,9
1942,Yacouba Kone,Masculin,62.0,Centre,Oubritenga,Déplacé interne,5,Aide alimentaire,37581.0,1,84,2
2257,Rokia Diallo,Féminin,34.0,Sahel,Soum,Retourné,6,Kit de survie,57393.0,5,72,12
822,Drissa Traore,Masculin,51.0,Centre,Oubritenga,Réfugié,2,Kit de survie,44347.0,3,55,7
344,Yacouba Nana,Masculin,19.0,Sahel,Oudalan,Réfugié,5,Aide alimentaire,32756.0,4,97,12
2611,Haoua Ilboudo,Féminin,61.0,Est,Gourma,Retourné,4,Kit de survie,101759.0,7,84,5
521,Rokia Kabore,Féminin,57.0,Sahel,Séno,Réfugié,10,Soutien médical,17620.0,2,95,8
1261,Rasmane Sanon,Masculin,22.0,Sahel,Soum,Déplacé interne,3,Aide alimentaire,47946.0,2,75,11
279,Rokia Tapsoba,Féminin,69.0,Centre,Ganzourgou,Réfugié,6,Soutien médical,15623.0,2,100,7
1211,Moussa Zongo,Masculin,28.0,Centre,Kadiogo,Réfugié,4,Soutien médical,30290.0,3,71,9
1463,Yacouba Traore,Masculin,34.0,Sahel,Soum,Déplacé interne,7,Kit de survie,66069.0,1,82,10
2745,Binta Zongo,Féminin,24.0,Est,Gourma,Réfugié,5,Soutien médical,25604.0,6,95,1
1318,Binta Diallo,Féminin,39.0,Sahel,Séno,Déplacé interne,11,Soutien médical,35880.0,2,83,10
19,Hamidou Kone,Masculin,70.0,Centre,Ganzourgou,Réfugié,1,Aide alimentaire,27426.0,4,70,8
614,Oumarou Kabore,Masculin,22.0,Sahel,Oudalan,Réfugié,7,Aide alimentaire,42295.0,1,96,1
644,Issouf Sawadogo,Masculin,51.0,Boucle du Mouhoun,,Communauté hôte,7,Kit de survie,59393.0,3,54,1
2694,Oumarou Kabore,Masculin,18.0,Sahel,Oudalan,Déplacé interne,5,Aide alimentaire,34092.0,5,89,6
2247,Drissa Bambara,Masculin,71.0,Sahel,Soum,Déplacé interne,8,Aide alimentaire,41688.0,5,100,9
1028,Assita Traore,Féminin,26.0,Sahel,Oudalan,Communauté hôte,1,Aide alimentaire,34034.0,4,46,5
1570,Ibrahim Sanon,Masculin,61.0,Centre,Oubritenga,Déplacé interne,7,Aide alimentaire,44711.0,3,88,11
2590,Haoua Dabre,Féminin,51.0,Nord,Zondoma,Déplacé interne,7,Kit de survie,72610.0,2,71,2
1481,Fatoumata Toe,Féminin,55.0,Centre,Oubritenga,Communauté hôte,2,Soutien médical,29867.0,2,35,3
2387,Drissa Ilboudo,Masculin,30.0,Est,Gnagna,Communauté hôte,2,Aide alimentaire,45843.0,2,39,7
1128,Issouf Traore,Masculin,73.0,Est,Tapoa,Retourné,5,Aide alimentaire,55554.0,3,91,2
946,Yacouba Ilboudo,Masculin,36.0,Centre,Ganzourgou,Déplacé interne,7,Kit de survie,73813.0,3,76,3
1054,Fatoumata Ouedraogo,Féminin,24.0,Boucle du Mouhoun,Nayala,Réfugié,5,Soutien médical,9655.0,5,76,11
1294,Maimouna Bambara,Féminin,45.0,Boucle du Mouhoun,Mouhoun,Communauté hôte,6,Soutien médical,32119.0,4,50,6
1466,Abdoul Coulibaly,Masculin,66.0,Sahel,Soum,Déplacé interne,3,Aide alimentaire,66301.0,6,89,9
1939,Safi Ouedraogo,Féminin,57.0,Sahel,Soum,Déplacé interne,8,Aide alimentaire,39802.0,7,88,10
681,Fatima Ilboudo,Féminin,68.0,Centre,Ganzourgou,Déplacé interne,7,Kit de survie,94366.0,5,88,5
943,Rokia Zongo,Féminin,61.0,Nord,Zondoma,Retourné,11,Kit de survie,,2,80,7
2339,Issouf Nana,Masculin,65.0,Est,Gnagna,Réfugié,1,Kit de survie,64809.0,3,75,10
2401,Rasmane Traore,Masculin,150.0,Sahel,Oudalan,Déplacé interne,5,Aide alimentaire,54079.0,7,82,5
1231,Fatima Kabore,Féminin,47.0,Est,Gourma,Réfugié,6,Abri d'urgence,113832.0,3,85,10
220,Aminata Tapsoba,Féminin,31.0,Nord,Yatenga,Déplacé interne,3,Aide alimentaire,46458.0,7,59,10
602,Issouf Bambara,Masculin,,Centre,Kadiogo,Retourné,3,Kit de survie,43697.0,4,52,2
991,Assita Diallo,Féminin,,Centre,Ganzourgou,Communauté hôte,11,Kit de survie,80280.0,7,65,8
1533,Kadiatou Bambara,Féminin,59.0,Sahel,Séno,Retourné,11,Aide alimentaire,31788.0,1,81,8
304,Haoua Sanon,Féminin,40.0,Sahel,Soum,Communauté hôte,4,Aide alimentaire,58708.0,3,57,4
53,Haoua Kabore,Féminin,29.0,Centre,Ganzourgou,Retourné,2,Kit de survie,54825.0,3,42,8
2014,Mamadou Sanon,Masculin,25.0,Sahel,Séno,Réfugié,8,Aide alimentaire,33053.0,6,98,10
2197,Yacouba Tapsoba,Masculin,38.0,Centre,Oubritenga,Réfugié,8,Aide alimentaire,45414.0,5,79,2
2374,Abdoul Tapsoba,Masculin,59.0,Centre,Kadiogo,Retourné,1,Kit de survie,76974.0,7,33,7
2354,Haoua Nana,Féminin,55.0,Nord,Loroum,Réfugié,1,Aide alimentaire,46937.0,3,52,3
1129,Mamadou Ilboudo,Masculin,28.0,Est,Gnagna,Réfugié,11,Aide alimentaire,30288.0,7,85,10
1418,Hamidou Kone,Masculin,40.0,Sahel,Séno,Communauté hôte,3,Aide alimentaire,45529.0,1,48,12
345,Moussa Kone,Masculin,44.0,Sahel,Séno,Déplacé interne,8,Aide alimentaire,42187.0,1,88,11
840,Clarisse Diallo,Féminin,39.0,Centre,Ganzourgou,Réfugié,3,Soutien médical,31239.0,6,60,5
2275,Haoua Dabre,Féminin,69.0,Boucle du Mouhoun,,Déplacé interne,11,Aide alimentaire,43864.0,7,87,9
2043,Fatima Sanon,Féminin,42.0,Sahel,Oudalan,Communauté hôte,7,Kit de survie,89225.0,4,70,11
2070,Boureima Kone,Masculin,62.0,Nord,Loroum,Déplacé interne,7,Abri d'urgence,114633.0,2,97,12
2595,Drissa Traore,Masculin,27.0,Est,Gourma,Communauté hôte,11,Soutien médical,27030.0,2,67,4
648,Safi Kabore,Féminin,42.0,Est,Gourma,Communauté hôte,6,Aide alimentaire,42358.0,1,60,11
2499,Aissata Tapsoba,Féminin,54.0,Sahel,Séno,Communauté hôte,3,Aide alimentaire,53460.0,5,45,3
1019,Assita Coulibaly,Féminin,19.0,Nord,Zondoma,Déplacé interne,2,Kit de survie,94111.0,1,65,12
2141,Zeinabou Traore,Féminin,40.0,Sahel,Séno,Retourné,1,Kit de survie,80698.0,4,52,3
1269,Salamata Kabore,Féminin,33.0,Est,Tapoa,Retourné,6,Soutien médical,47128.0,1,66,7
1608,Rokia Sanon,Féminin,35.0,Centre,Kadiogo,Communauté hôte,3,Aide alimentaire,61767.0,4,31,6
2690,Mamadou Nana,Masculin,48.0,Boucle du Mouhoun,Nayala,Retourné,8,Kit de survie,88393.0,3,67,5
950,Rokia Sawadogo,Féminin,29.0,Nord,Zondoma,Déplacé interne,1,Aide alimentaire,48105.0,7,54,3
1428,Assita Sanon,Féminin,21.0,Est,Tapoa,Déplacé interne,11,Aide alimentaire,53327.0,6,92,5
193,Clarisse Traore,Féminin,60.0,Est,Tapoa,Déplacé interne,10,Soutien médical,31255.0,6,98,2
802,Souleymane Zongo,Masculin,52.0,Est,Gourma,Retourné,11,Aide alimentaire,48440.0,5,79,11
175,Haoua Coulibaly,Féminin,39.0,Sahel,Soum,Réfugié,6,Aide alimentaire,33612.0,2,98,9
86,Boureima Sawadogo,Masculin,38.0,Boucle du Mouhoun,Nayala,Retourné,7,Aide alimentaire,53904.0,3,66,11
2320,Yacouba Ilboudo,Masculin,40.0,Sahel,Soum,Déplacé interne,2,Kit de survie,62263.0,6,68,9
1884,Aminata Kabore,Féminin,37.0,Sahel,Soum,Déplacé interne,3,Soutien médical,26108.0,6,78,1
2251,Drissa Dabre,Masculin,68.0,Centre,Ganzourgou,Déplacé interne,9,Kit de survie,54184.0,5,95,1
352,Mariam Kone,Féminin,29.0,Centre,Oubritenga,Retourné,9,Abri d'urgence,147301.0,2,57,9
669,Oumarou Ouedraogo,Masculin,27.0,Nord,Zondoma,Communauté hôte,7,Kit de survie,96012.0,4,53,3
987,Aissata Bambara,Féminin,53.0,Est,Gourma,Déplacé interne,2,Aide alimentaire,43554.0,2,64,3
129,Hamidou Ouedraogo,Masculin,43.0,Nord,Loroum,Retourné,9,Kit de survie,87902.0,3,57,9
341,Salamata Kone,Féminin,71.0,Sahel,Oudalan,Communauté hôte,3,Kit de survie,68406.0,7,71,6
8,Maimouna Diallo,Féminin,71.0,Centre,Ganzourgou,Retourné,9,Aide alimentaire,48631.0,3,84,11
1034,Yacouba Zongo,Masculin,-5.0,Sahel,Soum,Réfugié,7,Abri d'urgence,121011.0,7,96,2
892,Fatima Sawadogo,Féminin,74.0,Sahel,Soum,Déplacé interne,8,Soutien médical,37268.0,3,100,4
1638,Adama Ilboudo,Masculin,38.0,Nord,Loroum,Réfugié,5,Aide alimentaire,48026.0,6,74,10
1300,Rokia Toe,Féminin,55.0,Centre,Oubritenga,Communauté hôte,3,Soutien médical,36573.0,1,32,1
308,Mamadou Sawadogo,Masculin,44.0,Centre,Kadiogo,Réfugié,1,Aide alimentaire,38552.0,6,58,6
813,Yacouba Tapsoba,Masculin,42.0,Sahel,Oudalan,Déplacé interne,9,Aide alimentaire,36937.0,7,80,9
638,Abdoul Ouedraogo,Masculin,,Est,Gourma,Retourné,7,Aide alimentaire,39146.0,1,97,12
384,Rokia Traore,Féminin,67.0,Centre,Oubritenga,Déplacé interne,1,Kit de survie,82674.0,4,67,1
1652,Ibrahim Kone,Masculin,,Est,Gourma,Déplacé interne,6,Aide alimentaire,49040.0,2,94,3
2396,Ibrahim Bambara,Masculin,32.0,Nord,Yatenga,Communauté hôte,5,Aide alimentaire,35913.0,6,43,8
2635,Aissata Sanon,Féminin,46.0,Est,Gnagna,Déplacé interne,6,Aide alimentaire,38652.0,5,83,10
1117,Mamadou Tapsoba,Masculin,60.0,Est,Gourma,Déplacé interne,2,Kit de survie,81248.0,7,83,5
1223,Oumarou Dabre,Masculin,71.0,Est,Gnagna,Retourné,5,Soutien médical,37652.0,6,81,6
178,Ibrahim Nana,Masculin,69.0,Centre,Kadiogo,Déplacé interne,10,Aide alimentaire,31423.0,4,96,1
427,Rasmane Ouedraogo,Masculin,68.0,Centre,Oubritenga,Réfugié,9,Kit de survie,88677.0,7,100,2
495,Abdoul Tapsoba,Masculin,32.0,Boucle du Mouhoun,Banwa,Retourné,3,Soutien médical,32683.0,2,48,4
184,Fatoumata Bambara,Féminin,59.0,Nord,Yatenga,Réfugié,7,Kit de survie,62637.0,2,80,12
1111,Kadiatou Toe,Féminin,64.0,Centre,Kadiogo,Réfugié,6,Aide alimentaire,47273.0,5,100,8
2330,Rasmane Toe,Masculin,73.0,Nord,Loroum,Réfugié,1,Kit de survie,71339.0,1,68,2
185,Issouf Ouedraogo,Masculin,67.0,Sahel,Séno,Déplacé interne,1,Kit de survie,86905.0,2,76,11
1599,Adama Ilboudo,Masculin,20.0,Centre,Ganzourgou,Retourné,1,Soutien médical,26481.0,6,51,8
1232,Salif Sanon,Masculin,39.0,Sahel,Soum,Communauté hôte,9,Kit de survie,68836.0,6,70,7
2305,Maimouna Bambara,Féminin,20.0,Sahel,Soum,Retourné,11,Aide alimentaire,49450.0,6,84,4
2080,Binta Traore,Féminin,66.0,Nord,Loroum,Communauté hôte,10,Kit de survie,62813.0,5,79,1
811,Salamata Ouedraogo,Féminin,37.0,Est,Gourma,Retourné,5,Aide alimentaire,40536.0,7,67,10
962,Rokia Ilboudo,Féminin,59.0,Est,Tapoa,Réfugié,3,Aide alimentaire,40911.0,4,75,6
1600,Haoua Sawadogo,Féminin,40.0,Centre,Ganzourgou,Déplacé interne,5,Soutien médical,44316.0,3,65,8
